;"(deg C) Mean Temperature (ERA5 LAND DAILY) at 29.9860E,40.1448N, 1994-01-01 to 2023-01-01"
"2003-04-03";8,3638
"2003-04-04";10,005
"2003-04-05";10,2154
"2003-04-06";5,9274
"2003-04-07";9,559
"2003-04-08";2,3992
"2003-04-09";1,7627
"2003-04-10";5,2094
"2003-04-11";10,3271
"2003-04-12";12,8826
"2003-04-13";11,5482
"2003-04-14";8,0657
"2003-04-15";7,5458
"2003-04-16";6,7461
"2003-04-17";6,4868
"2003-04-18";6,9119
"2003-04-19";7,0369
"2003-04-20";3,6726
"2003-04-21";5,2199
"2003-04-22";7,7796
"2003-04-23";8,907
"2003-04-24";8,87
"2003-04-25";6,0402
"2003-04-26";6,6187
"2003-04-27";7,9667
"2003-04-28";10,3694
"2003-04-29";12,3578
"2003-04-30";14,1071
"2003-05-01";15,9801
"2003-05-02";16,7168
"2003-05-03";19,7978
"2003-05-04";19,6666
"2003-05-05";16,5997
"2003-05-06";14,0786
"2003-05-07";14,1216
"2003-05-08";14,8664
"2003-05-09";17,2967
"2003-05-10";19,6312
"2003-05-11";19,6769
"2003-05-12";19,8281
"2003-05-13";20,9038
"2003-05-14";21,2529
"2003-05-15";19,2047
"2003-05-16";18,2121
"2003-05-17";18,1352
"2003-05-18";17,9642
"2003-05-19";17,1759
"2003-05-20";16,6672
"2003-05-21";18,366
"2003-05-22";19,33
"2003-05-23";17,968
"2003-05-24";15,8221
"2003-05-25";13,9829
"2003-05-26";14,6024
"2003-05-27";15,7279
"2003-05-28";15,2863
"2003-05-29";15,1061
"2003-05-30";14,7894
"2003-05-31";15,6464
"2003-06-01";16,5032
"2003-06-02";17,6207
"2003-06-03";17,6931
"2003-06-04";18,7893
"2003-06-05";17,9475
"2003-06-06";18,6319
"2003-06-07";19,5438
"2003-06-08";20,3687
"2003-06-09";20,3269
"2003-06-10";19,0087
"2003-06-11";18,4989
"2003-06-12";20,2213
"2003-06-13";20,9614
"2003-06-14";21,1966
"2003-06-15";23,4175
"2003-06-16";23,8342
"2003-06-17";21,0561
"2003-06-18";18,1031
"2003-06-19";18,3864
"2003-06-20";18,0643
"2003-06-21";19,2373
"2003-06-22";19,2041
"2003-06-23";19,4804
"2003-06-24";22,2382
"2003-06-25";24,2141
"2003-06-26";22,1388
"2003-06-27";21,8059
"2003-06-28";21,4851
"2003-06-29";22,8173
"2003-06-30";22,0953
"2003-07-01";20,5918
"2003-07-02";24,1646
"2003-07-03";26,129
"2003-07-04";26,8387
"2003-07-05";27,3229
"2003-07-06";20,5469
"2003-07-07";19,1483
"2003-07-08";17,9169
"2003-07-09";18,2925
"2003-07-10";20,5398
"2003-07-11";21,5245
"2003-07-12";19,2892
"2003-07-13";19,6272
"2003-07-14";20,8104
"2003-07-15";20,7188
"2003-07-16";21,5281
"2003-07-17";21,9096
"2003-07-18";21,7241
"2003-07-19";20,416
"2003-07-20";20,697
"2003-07-21";21,0744
"2003-07-22";20,7077
"2003-07-23";21,0456
"2003-07-24";21,8315
"2003-07-25";21,1698
"2003-07-26";19,1308
"2003-07-27";19,232
"2003-07-28";19,7678
"2003-07-29";20,8374
"2003-07-30";21,4602
"2003-07-31";23,2804
"2003-08-01";23,8862
"2003-08-02";23,4246
"2003-08-03";22,6435
"2003-08-04";21,8151
"2003-08-05";20,5574
"2003-08-06";21,1741
"2003-08-07";21,5687
"2003-08-08";21,627
"2003-08-09";20,9508
"2003-08-10";19,4368
"2003-08-11";19,7339
"2003-08-12";18,9182
"2003-08-13";18,5781
"2003-08-14";20,8437
"2003-08-15";23,0799
"2003-08-16";23,6169
"2003-08-17";24,3109
"2003-08-18";22,9084
"2003-08-19";21,79
"2003-08-20";20,926
"2003-08-21";19,9871
"2003-08-22";20,7802
"2003-08-23";21,5251
"2003-08-24";23,0532
"2003-08-25";24,3917
"2003-08-26";24,9476
"2003-08-27";25,4058
"2003-08-28";24,9854
"2003-08-29";24,2213
"2003-08-30";25,252
"2003-08-31";26,0001
"2003-09-01";24,724
"2003-09-02";21,7507
"2003-09-03";20,1399
"2003-09-04";13,8949
"2003-09-05";11,3342
"2003-09-06";12,8035
"2003-09-07";13,9006
"2003-09-08";14,9756
"2003-09-09";17,7881
"2003-09-10";20,3784
"2003-09-11";18,2937
"2003-09-12";17,2861
"2003-09-13";16,2911
"2003-09-14";16,3749
"2003-09-15";15,6002
"2003-09-16";14,4921
"2003-09-17";13,6176
"2003-09-18";14,6727
"2003-09-19";14,9168
"2003-09-20";14,872
"2003-09-21";15,0308
"2003-09-22";16,2069
"2003-09-23";17,7823
"2003-09-24";17,207
"2003-09-25";16,2919
"2003-09-26";16,0611
"2003-09-27";15,6209
"2003-09-28";16,3902
"2003-09-29";17,4473
"2003-09-30";16,2794
"2003-10-01";14,9089
"2003-10-02";14,0787
"2003-10-03";14,8843
"2003-10-04";16,6609
"2003-10-05";19,6948
"2003-10-06";22,5703
"2003-10-07";18,1568
"2003-10-08";19,867
"2003-10-09";15,1455
"2003-10-10";9,1676
"2003-10-11";9,5217
"2003-10-12";11,2555
"2003-10-13";11,7306
"2003-10-14";11,9052
"2003-10-15";12,3957
"2003-10-16";13,4645
"2003-10-17";14,0813
"2003-10-18";12,9986
"2003-10-19";14,107
"2003-10-20";16,8177
"2003-10-21";17,902
"2003-10-22";18,4579
"2003-10-23";20,915
"2003-10-24";21,3921
"2003-10-25";16,7229
"2003-10-26";10,9012
"2003-10-27";10,7875
"2003-10-28";3,0956
"2003-10-29";1,6001
"2003-10-30";4,8995
"2003-10-31";12,1346
"2003-11-01";13,3294
"2003-11-02";13,034
"2003-11-03";15,6368
"2003-11-04";14,7344
"2003-11-05";11,9339
"2003-11-06";11,4474
"2003-11-07";10,8179
"2003-11-08";8,0132
"2003-11-09";5,0571
"2003-11-10";3,2507
"2003-11-11";2,4352
"2003-11-12";3,2681
"2003-11-13";2,8502
"2003-11-14";3,6256
"2003-11-15";4,0786
"2003-11-16";4,6348
"2003-11-17";4,9517
"2003-11-18";7,1327
"2003-11-19";5,6466
"2003-11-20";7,3978
"2003-11-21";7,1689
"2003-11-22";7,1874
"2003-11-23";7,5668
"2003-11-24";5,9821
"2003-11-25";6,5652
"2003-11-26";5,9909
"2003-11-27";5,3663
"2003-11-28";4,5934
"2003-11-29";4,8626
"2003-11-30";5,4181
"2003-12-01";6,5475
"2003-12-02";5,8064
"2003-12-03";4,1767
"2003-12-04";4,4969
"2003-12-05";3,7657
"2003-12-06";1,9552
"2003-12-07";2,2431
"2003-12-08";0,9003
"2003-12-09";1,5388
"2003-12-10";2,7129
"2003-12-11";3,8172
"2003-12-12";4,3418
"2003-12-13";4,1905
"2003-12-14";4,8058
"2003-12-15";5,8503
"2003-12-16";3,8025
"2003-12-17";-0,4999
"2003-12-18";-3,4232
"2003-12-19";-5,2215
"2003-12-20";-4,0522
"2003-12-21";-4,3121
"2003-12-22";-2,883
"2003-12-23";1,1342
"2003-12-24";3,4037
"2003-12-25";3,5925
"2003-12-26";2,8439
"2003-12-27";1,8869
"2003-12-28";0,631
"2003-12-29";-0,0544
"2003-12-30";2,1507
"2003-12-31";3,1757
"2004-01-01";4,0412
"2004-01-02";4,2776
"2004-01-03";4,3125
"2004-01-04";5,5296
"2004-01-05";2,3224
"2004-01-06";-2,9764
"2004-01-07";-8,2937
"2004-01-08";-6,105
"2004-01-09";-4,0655
"2004-01-10";-5,1283
"2004-01-11";-0,9487
"2004-01-12";0,9592
"2004-01-13";1,2517
"2004-01-14";3,1661
"2004-01-15";7,5006
"2004-01-16";4,7757
"2004-01-17";0,6998
"2004-01-18";1,0209
"2004-01-19";1,9457
"2004-01-20";4,6506
"2004-01-21";7,3325
"2004-01-22";1,3205
"2004-01-23";-7,2505
"2004-01-24";-10,8393
"2004-01-25";-8,1391
"2004-01-26";-2,2086
"2004-01-27";-1,6723
"2004-01-28";2,2343
"2004-01-29";6,0551
"2004-01-30";4,2331
"2004-01-31";0,3997
"2004-02-01";0,8904
"2004-02-02";1,6687
"2004-02-03";1,7442
"2004-02-04";0,6823
"2004-02-05";2,0416
"2004-02-06";5,7797
"2004-02-07";6,8982
"2004-02-08";7,7622
"2004-02-09";7,374
"2004-02-10";1,846
"2004-02-11";-0,5371
"2004-02-12";0,2169
"2004-02-13";-7,0205
"2004-02-14";-10,1327
"2004-02-15";-8,3899
"2004-02-16";-4,6158
"2004-02-17";-7,3628
"2004-02-18";-7,4732
"2004-02-19";-5,0574
"2004-02-20";-1,5321
"2004-02-21";-5,577
"2004-02-22";-6,1069
"2004-02-23";-1,6434
"2004-02-24";3,787
"2004-02-25";5,5686
"2004-02-26";8,5184
"2004-02-27";12,7934
"2004-02-28";12,5533
"2004-02-29";11,3918
"2004-03-01";8,6666
"2004-03-02";8,4765
"2004-03-03";7,9803
"2004-03-04";2,6049
"2004-03-05";-1,9092
"2004-03-06";-3,1896
"2004-03-07";-2,5556
"2004-03-08";0,1515
"2004-03-09";6,0073
"2004-03-10";5,7245
"2004-03-11";2,0571
"2004-03-12";3,0564
"2004-03-13";1,9012
"2004-03-14";1,7944
"2004-03-15";3,7741
"2004-03-16";4,2614
"2004-03-17";4,3419
"2004-03-18";5,1507
"2004-03-19";6,273
"2004-03-20";8,7217
"2004-03-21";9,9472
"2004-03-22";10,5205
"2004-03-23";12,1175
"2004-03-24";13,3936
"2004-03-25";9,9162
"2004-03-26";11,2317
"2004-03-27";15,3816
"2004-03-28";13,546
"2004-03-29";7,196
"2004-03-30";5,4802
"2004-03-31";4,8731
"2004-04-01";8,0267
"2004-04-02";5,9588
"2004-04-03";1,3609
"2004-04-04";2,3146
"2004-04-05";6,0758
"2004-04-06";8,8142
"2004-04-07";10,1925
"2004-04-08";11,4429
"2004-04-09";12,8945
"2004-04-10";15,0959
"2004-04-11";17,9783
"2004-04-12";17,4915
"2004-04-13";18,1941
"2004-04-14";13,292
"2004-04-15";5,5988
"2004-04-16";6,1417
"2004-04-17";9,9626
"2004-04-18";11,7452
"2004-04-19";10,2321
"2004-04-20";11,5615
"2004-04-21";11,4585
"2004-04-22";8,473
"2004-04-23";8,9225
"2004-04-24";10,4585
"2004-04-25";11,8396
"2004-04-26";12,8709
"2004-04-27";11,8825
"2004-04-28";8,4278
"2004-04-29";10,3767
"2004-04-30";11,671
"2004-05-01";14,1771
"2004-05-02";13,5769
"2004-05-03";13,501
"2004-05-04";15,3199
"2004-05-05";16,8922
"2004-05-06";18,4745
"2004-05-07";16,8317
"2004-05-08";16,2027
"2004-05-09";17,2592
"2004-05-10";15,7677
"2004-05-11";12,2743
"2004-05-12";12,783
"2004-05-13";15,218
"2004-05-14";12,8777
"2004-05-15";10,6744
"2004-05-16";10,0965
"2004-05-17";11,4152
"2004-05-18";10,852
"2004-05-19";10,4217
"2004-05-20";13,3425
"2004-05-21";16,0781
"2004-05-22";16,3258
"2004-05-23";17,1615
"2004-05-24";17,6423
"2004-05-25";9,8044
"2004-05-26";10,9042
"2004-05-27";12,4561
"2004-05-28";13,3111
"2004-05-29";14,9311
"2004-05-30";14,588
"2004-05-31";13,7641
"2004-06-01";14,15
"2004-06-02";15,1085
"2004-06-03";15,2698
"2004-06-04";17,1125
"2004-06-05";18,9738
"2004-06-06";19,1807
"2004-06-07";17,3565
"2004-06-08";14,7585
"2004-06-09";15,9449
"2004-06-10";16,4642
"2004-06-11";16,8779
"2004-06-12";19,8123
"2004-06-13";22,64
"2004-06-14";21,5198
"2004-06-15";18,9874
"2004-06-16";20,4544
"2004-06-17";20,4858
"2004-06-18";21,5229
"2004-06-19";18,74
"2004-06-20";19,0599
"2004-06-21";20,5323
"2004-06-22";19,7787
"2004-06-23";17,3216
"2004-06-24";16,9427
"2004-06-25";19,2175
"2004-06-26";20,6435
"2004-06-27";18,8802
"2004-06-28";18,2625
"2004-06-29";20,4079
"2004-06-30";19,4487
"2004-07-01";18,5955
"2004-07-02";19,6967
"2004-07-03";20,9231
"2004-07-04";20,3108
"2004-07-05";19,6589
"2004-07-06";21,7162
"2004-07-07";20,9203
"2004-07-08";20,5962
"2004-07-09";21,1501
"2004-07-10";21,9712
"2004-07-11";23,761
"2004-07-12";23,8899
"2004-07-13";25,4568
"2004-07-14";19,2359
"2004-07-15";17,6902
"2004-07-16";16,6748
"2004-07-17";16,6742
"2004-07-18";18,1498
"2004-07-19";19,5844
"2004-07-20";20,4128
"2004-07-21";19,71
"2004-07-22";19,8812
"2004-07-23";21,9882
"2004-07-24";22,317
"2004-07-25";21,4744
"2004-07-26";22,5363
"2004-07-27";24,8302
"2004-07-28";25,0256
"2004-07-29";24,2861
"2004-07-30";23,5097
"2004-07-31";22,1165
"2004-08-01";21,2397
"2004-08-02";20,5004
"2004-08-03";20,4145
"2004-08-04";22,0431
"2004-08-05";23,3716
"2004-08-06";23,32
"2004-08-07";23,2811
"2004-08-08";22,1232
"2004-08-09";22,5526
"2004-08-10";21,6985
"2004-08-11";18,6095
"2004-08-12";19,7412
"2004-08-13";21,5119
"2004-08-14";24,3621
"2004-08-15";21,9769
"2004-08-16";19,4965
"2004-08-17";18,8603
"2004-08-18";18,162
"2004-08-19";19,1312
"2004-08-20";20,584
"2004-08-21";22,4241
"2004-08-22";24,3867
"2004-08-23";19,2578
"2004-08-24";17,3854
"2004-08-25";18,8699
"2004-08-26";21,3546
"2004-08-27";24,4669
"2004-08-28";17,8656
"2004-08-29";17,8791
"2004-08-30";18,621
"2004-08-31";19,831
"2004-09-01";19,4241
"2004-09-02";19,8555
"2004-09-03";20,4473
"2004-09-04";19,0666
"2004-09-05";16,2983
"2004-09-06";15,1006
"2004-09-07";15,6151
"2004-09-08";16,3318
"2004-09-09";14,658
"2004-09-10";11,2434
"2004-09-11";11,3887
"2004-09-12";12,9894
"2004-09-13";16,0458
"2004-09-14";17,0916
"2004-09-15";18,087
"2004-09-16";17,678
"2004-09-17";15,9493
"2004-09-18";16,5455
"2004-09-19";19,8046
"2004-09-20";20,5663
"2004-09-21";21,6349
"2004-09-22";21,6136
"2004-09-23";19,6736
"2004-09-24";22,1196
"2004-09-25";21,7884
"2004-09-26";21,4348
"2004-09-27";23,7408
"2004-09-28";23,786
"2004-09-29";22,857
"2004-09-30";19,5249
"2004-10-01";17,4029
"2004-10-02";16,4811
"2004-10-03";14,2765
"2004-10-04";13,067
"2004-10-05";14,0261
"2004-10-06";12,8975
"2004-10-07";13,4735
"2004-10-08";12,8082
"2004-10-09";13,0698
"2004-10-10";14,0362
"2004-10-11";17,8716
"2004-10-12";12,6642
"2004-10-13";9,6042
"2004-10-14";12,3404
"2004-10-15";14,9557
"2004-10-16";16,7169
"2004-10-17";18,445
"2004-10-18";18,0127
"2004-10-19";16,3437
"2004-10-20";15,7591
"2004-10-21";14,9515
"2004-10-22";13,9645
"2004-10-23";13,3512
"2004-10-24";13,2768
"2004-10-25";14,1904
"2004-10-26";15,498
"2004-10-27";16,122
"2004-10-28";15,2855
"2004-10-29";15,1262
"2004-10-30";15,0579
"2004-10-31";15,3537
"2004-11-01";15,347
"2004-11-02";15,6051
"2004-11-03";12,0482
"2004-11-04";10,9846
"2004-11-05";9,677
"2004-11-06";9,6319
"2004-11-07";11,6626
"2004-11-08";13,1425
"2004-11-09";14,1116
"2004-11-10";13,6782
"2004-11-11";13,5394
"2004-11-12";13,5854
"2004-11-13";13,8124
"2004-11-14";15,0766
"2004-11-15";12,7528
"2004-11-16";9,9273
"2004-11-17";5,2371
"2004-11-18";4,714
"2004-11-19";6,3835
"2004-11-20";5,0539
"2004-11-21";-2,3502
"2004-11-22";-3,0926
"2004-11-23";-2,648
"2004-11-24";-1,0389
"2004-11-25";-1,7439
"2004-11-26";-3,5706
"2004-11-27";-4,7206
"2004-11-28";-1,0622
"2004-11-29";1,062
"2004-11-30";4,413
"2004-12-01";6,8998
"2004-12-02";6,4479
"2004-12-03";7,7231
"2004-12-04";9,0834
"2004-12-05";7,2481
"2004-12-06";5,2127
"2004-12-07";3,1192
"2004-12-08";1,613
"2004-12-09";1,8195
"2004-12-10";1,8381
"2004-12-11";1,3183
"2004-12-12";1,7842
"2004-12-13";1,836
"2004-12-14";0,7878
"2004-12-15";-1,7213
"2004-12-16";-1,8261
"2004-12-17";-1,1116
"2004-12-18";3,1695
"2004-12-19";6,1141
"2004-12-20";5,6655
"2004-12-21";5,7151
"2004-12-22";5,3284
"2004-12-23";1,8411
"2004-12-24";1,6001
"2004-12-25";0,5149
"2004-12-26";2,2083
"2004-12-27";4,5756
"2004-12-28";7,0428
"2004-12-29";7,9566
"2004-12-30";7,8403
"2004-12-31";5,9852
"2005-01-01";6,0144
"2005-01-02";2,6885
"2005-01-03";1,852
"2005-01-04";0,3919
"2005-01-05";0,0148
"2005-01-06";2,1603
"2005-01-07";1,8665
"2005-01-08";2,3608
"2005-01-09";1,6675
"2005-01-10";3,0984
"2005-01-11";2,0839
"2005-01-12";2,546
"2005-01-13";2,7925
"2005-01-14";3,2182
"2005-01-15";0,904
"2005-01-16";0,2369
"2005-01-17";1,3325
"2005-01-18";2,116
"2005-01-19";2,5645
"2005-01-20";2,2849
"2005-01-21";5,3468
"2005-01-22";2,5483
"2005-01-23";-1,1061
"2005-01-24";-2,43
"2005-01-25";4,056
"2005-01-26";8,4479
"2005-01-27";9,2824
"2005-01-28";6,6878
"2005-01-29";8,4794
"2005-01-30";3,7153
"2005-01-31";-0,7788
"2005-02-01";-1,4359
"2005-02-02";0,5837
"2005-02-03";3,8548
"2005-02-04";2,6513
"2005-02-05";-0,6474
"2005-02-06";-4,4114
"2005-02-07";-3,8713
"2005-02-08";-3,728
"2005-02-09";-3,45
"2005-02-10";-3,1311
"2005-02-11";-2,7269
"2005-02-12";-0,9795
"2005-02-13";1,7867
"2005-02-14";7,5737
"2005-02-15";9,3471
"2005-02-16";7,8376
"2005-02-17";7,0643
"2005-02-18";5,1276
"2005-02-19";3,7528
"2005-02-20";2,3332
"2005-02-21";4,0821
"2005-02-22";6,0267
"2005-02-23";6,7889
"2005-02-24";7,3709
"2005-02-25";6,6902
"2005-02-26";7,2515
"2005-02-27";9,0023
"2005-02-28";2,4473
"2005-03-01";1,0029
"2005-03-02";2,8823
"2005-03-03";1,0688
"2005-03-04";2,7995
"2005-03-05";7,3209
"2005-03-06";8,8339
"2005-03-07";8,538
"2005-03-08";3,2195
"2005-03-09";1,0872
"2005-03-10";0,3631
"2005-03-11";-1,4435
"2005-03-12";0,6619
"2005-03-13";3,7293
"2005-03-14";5,8584
"2005-03-15";6,4003
"2005-03-16";6,295
"2005-03-17";6,8404
"2005-03-18";9,0481
"2005-03-19";10,5832
"2005-03-20";2,6827
"2005-03-21";1,6495
"2005-03-22";1,6073
"2005-03-23";2,9432
"2005-03-24";4,1089
"2005-03-25";5,5037
"2005-03-26";8,6346
"2005-03-27";9,8971
"2005-03-28";13,212
"2005-03-29";10,0366
"2005-03-30";8,7916
"2005-03-31";4,0124
"2005-04-01";-0,7349
"2005-04-02";-1,332
"2005-04-03";-0,4015
"2005-04-04";0,4809
"2005-04-05";3,0942
"2005-04-06";6,849
"2005-04-07";9,9858
"2005-04-08";11,979
"2005-04-09";13,7672
"2005-04-10";16,1813
"2005-04-11";17,738
"2005-04-12";17,8433
"2005-04-13";15,8785
"2005-04-14";11,2446
"2005-04-15";9,929
"2005-04-16";12,0313
"2005-04-17";15,2541
"2005-04-18";14,0382
"2005-04-19";11,1114
"2005-04-20";12,6552
"2005-04-21";14,8476
"2005-04-22";12,2382
"2005-04-23";9,0218
"2005-04-24";9,1052
"2005-04-25";10,9732
"2005-04-26";13,9796
"2005-04-27";11,8904
"2005-04-28";11,7396
"2005-04-29";6,7614
"2005-04-30";6,6317
"2005-05-01";7,6242
"2005-05-02";10,0082
"2005-05-03";10,1449
"2005-05-04";10,7405
"2005-05-05";14,8894
"2005-05-06";17,5973
"2005-05-07";17,4042
"2005-05-08";10,8378
"2005-05-09";13,5172
"2005-05-10";15,5085
"2005-05-11";15,981
"2005-05-12";16,8489
"2005-05-13";14,4588
"2005-05-14";13,0521
"2005-05-15";15,3258
"2005-05-16";15,7249
"2005-05-17";16,9004
"2005-05-18";18,3662
"2005-05-19";20,4707
"2005-05-20";20,6621
"2005-05-21";15,1556
"2005-05-22";15,5226
"2005-05-23";14,543
"2005-05-24";15,8723
"2005-05-25";16,9861
"2005-05-26";14,4139
"2005-05-27";15,5223
"2005-05-28";15,3317
"2005-05-29";16,5814
"2005-05-30";16,9413
"2005-05-31";16,1464
"2005-06-01";15,9004
"2005-06-02";14,6732
"2005-06-03";14,7898
"2005-06-04";14,7552
"2005-06-05";15,6008
"2005-06-06";17,6302
"2005-06-07";21,0303
"2005-06-08";20,8706
"2005-06-09";19,7457
"2005-06-10";18,1001
"2005-06-11";15,3716
"2005-06-12";16,0102
"2005-06-13";16,3309
"2005-06-14";15,2259
"2005-06-15";16,7305
"2005-06-16";18,7106
"2005-06-17";19,9364
"2005-06-18";20,766
"2005-06-19";18,2126
"2005-06-20";16,8109
"2005-06-21";16,3211
"2005-06-22";16,2901
"2005-06-23";17,8484
"2005-06-24";16,5244
"2005-06-25";15,6684
"2005-06-26";17,7182
"2005-06-27";18,639
"2005-06-28";19,0853
"2005-06-29";18,3778
"2005-06-30";20,4273
"2005-07-01";22,7641
"2005-07-02";24,8755
"2005-07-03";23,4059
"2005-07-04";18,0885
"2005-07-05";16,755
"2005-07-06";18,5167
"2005-07-07";21,2498
"2005-07-08";22,5222
"2005-07-09";22,8128
"2005-07-10";22,6141
"2005-07-11";23,0811
"2005-07-12";25,1918
"2005-07-13";21,628
"2005-07-14";19,7951
"2005-07-15";18,8353
"2005-07-16";17,7403
"2005-07-17";20,1665
"2005-07-18";20,3767
"2005-07-19";21,8043
"2005-07-20";22,7717
"2005-07-21";22,0803
"2005-07-22";21,8301
"2005-07-23";21,8164
"2005-07-24";22,2794
"2005-07-25";21,1914
"2005-07-26";21,0381
"2005-07-27";21,8667
"2005-07-28";21,9788
"2005-07-29";23,1644
"2005-07-30";23,412
"2005-07-31";23,1445
"2005-08-01";22,1522
"2005-08-02";22,3543
"2005-08-03";23,1127
"2005-08-04";24,8932
"2005-08-05";26,5352
"2005-08-06";24,9136
"2005-08-07";21,2008
"2005-08-08";23,0142
"2005-08-09";20,0101
"2005-08-10";19,2576
"2005-08-11";20,4406
"2005-08-12";21,9438
"2005-08-13";24,3941
"2005-08-14";26,1762
"2005-08-15";23,165
"2005-08-16";23,9135
"2005-08-17";24,4517
"2005-08-18";22,747
"2005-08-19";22,2419
"2005-08-20";20,7086
"2005-08-21";20,4683
"2005-08-22";21,8153
"2005-08-23";23,7349
"2005-08-24";23,1082
"2005-08-25";22,1817
"2005-08-26";21,7205
"2005-08-27";19,7556
"2005-08-28";21,3118
"2005-08-29";21,2056
"2005-08-30";20,9256
"2005-08-31";21,1236
"2005-09-01";20,081
"2005-09-02";18,4588
"2005-09-03";15,2355
"2005-09-04";14,1559
"2005-09-05";16,058
"2005-09-06";18,147
"2005-09-07";18,9594
"2005-09-08";17,5562
"2005-09-09";17,3111
"2005-09-10";18,0869
"2005-09-11";18,8971
"2005-09-12";19,1296
"2005-09-13";20,1016
"2005-09-14";20,6729
"2005-09-15";20,678
"2005-09-16";18,918
"2005-09-17";19,1307
"2005-09-18";20,8315
"2005-09-19";21,9
"2005-09-20";19,8131
"2005-09-21";19,1133
"2005-09-22";17,7291
"2005-09-23";16,2999
"2005-09-24";15,7174
"2005-09-25";15,1182
"2005-09-26";15,365
"2005-09-27";15,485
"2005-09-28";14,9664
"2005-09-29";14,1963
"2005-09-30";15,2693
"2005-10-01";17,3459
"2005-10-02";14,2666
"2005-10-03";13,75
"2005-10-04";15,4696
"2005-10-05";15,5547
"2005-10-06";13,6283
"2005-10-07";11,5997
"2005-10-08";12,8803
"2005-10-09";12,3219
"2005-10-10";12,8717
"2005-10-11";12,685
"2005-10-12";11,615
"2005-10-13";12,4807
"2005-10-14";12,2976
"2005-10-15";10,9577
"2005-10-16";9,8325
"2005-10-17";6,7401
"2005-10-18";5,8887
"2005-10-19";5,1587
"2005-10-20";7,199
"2005-10-21";6,3853
"2005-10-22";8,0311
"2005-10-23";10,8399
"2005-10-24";13,7586
"2005-10-25";14,2636
"2005-10-26";14,3665
"2005-10-27";12,4822
"2005-10-28";10,3542
"2005-10-29";5,5924
"2005-10-30";5,3264
"2005-10-31";4,8256
"2005-11-01";5,4739
"2005-11-02";4,7788
"2005-11-03";5,2414
"2005-11-04";5,5875
"2005-11-05";6,5915
"2005-11-06";6,7418
"2005-11-07";7,3076
"2005-11-08";8,3502
"2005-11-09";7,8995
"2005-11-10";7,8111
"2005-11-11";7,3965
"2005-11-12";7,1351
"2005-11-13";7,1624
"2005-11-14";6,6555
"2005-11-15";5,7993
"2005-11-16";4,9491
"2005-11-17";9,1276
"2005-11-18";10,0782
"2005-11-19";10,6074
"2005-11-20";2,9841
"2005-11-21";-1,6558
"2005-11-22";-1,6853
"2005-11-23";1,1086
"2005-11-24";6,3807
"2005-11-25";11,0863
"2005-11-26";9,2839
"2005-11-27";12,4102
"2005-11-28";12,3844
"2005-11-29";7,932
"2005-11-30";6,0329
"2005-12-01";9,7005
"2005-12-02";12,3173
"2005-12-03";10,7646
"2005-12-04";8,7441
"2005-12-05";6,8237
"2005-12-06";6,6399
"2005-12-07";7,8635
"2005-12-08";9,0129
"2005-12-09";6,5321
"2005-12-10";5,5075
"2005-12-11";5,6994
"2005-12-12";5,5714
"2005-12-13";3,6248
"2005-12-14";3,3992
"2005-12-15";4,4318
"2005-12-16";4,0678
"2005-12-17";7,438
"2005-12-18";11,346
"2005-12-19";-2,0805
"2005-12-20";-6,5689
"2005-12-21";-10,3826
"2005-12-22";-5,6138
"2005-12-23";-2,5041
"2005-12-24";-3,8472
"2005-12-25";-3,7266
"2005-12-26";-1,2548
"2005-12-27";2,223
"2005-12-28";5,7883
"2005-12-29";6,8659
"2005-12-30";6,4134
"2005-12-31";5,551
"2006-01-01";4,4818
"2006-01-02";4,2369
"2006-01-03";6,0762
"2006-01-04";5,2665
"2006-01-05";6,0883
"2006-01-06";6,2019
"2006-01-07";2,8997
"2006-01-08";0,7345
"2006-01-09";-0,6018
"2006-01-10";-1,116
"2006-01-11";-0,859
"2006-01-12";-0,2031
"2006-01-13";-0,2255
"2006-01-14";-0,9752
"2006-01-15";-0,8426
"2006-01-16";-0,4102
"2006-01-17";-0,6788
"2006-01-18";0,5026
"2006-01-19";2,0705
"2006-01-20";-1,7915
"2006-01-21";-1,6326
"2006-01-22";0,5589
"2006-01-23";-2,8305
"2006-01-24";-6,0686
"2006-01-25";-5,5005
"2006-01-26";-4,1042
"2006-01-27";-5,6258
"2006-01-28";-7,7324
"2006-01-29";-10,9909
"2006-01-30";-9,8978
"2006-01-31";-6,9434
"2006-02-01";-5,2773
"2006-02-02";-4,4251
"2006-02-03";-3,3053
"2006-02-04";-3,1995
"2006-02-05";-1,1218
"2006-02-06";0,3923
"2006-02-07";-3,2174
"2006-02-08";-2,3539
"2006-02-09";-1,3263
"2006-02-10";1,3167
"2006-02-11";0,8718
"2006-02-12";-1,7943
"2006-02-13";-4,0297
"2006-02-14";-5,1105
"2006-02-15";-7,1181
"2006-02-16";-8,3726
"2006-02-17";-1,2829
"2006-02-18";3,5383
"2006-02-19";2,5363
"2006-02-20";4,7943
"2006-02-21";1,635
"2006-02-22";3,132
"2006-02-23";4,9388
"2006-02-24";5,4844
"2006-02-25";7,1848
"2006-02-26";5,6201
"2006-02-27";5,8804
"2006-02-28";7,9481
"2006-03-01";8,195
"2006-03-02";6,8413
"2006-03-03";5,6217
"2006-03-04";3,4692
"2006-03-05";6,3714
"2006-03-06";8,2922
"2006-03-07";8,1563
"2006-03-08";2,5589
"2006-03-09";-1,6445
"2006-03-10";1,0286
